,key_0,choice,path,maxsum,lineloc,ING Stage DCP-raw,stage_filtered
83,6/18/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210618_090000.jpg,304,344,0.0518,
84,6/18/2021 12:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210618_120000.jpg,300,340,,
85,6/18/2021 15:00,,,,,0.0518,
86,6/18/2021 18:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210618_180000.jpg,304,344,,
87,6/18/2021 21:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210618_210000.jpg,292,390,0.0518,
88,6/19/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210619_000000.jpg,305,345,,
89,6/19/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210619_030000.jpg,301,341,0.0518,
90,6/19/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210619_060000.jpg,301,341,,
91,6/19/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210619_090000.jpg,301,341,,
92,6/19/2021 12:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210619_120000.jpg,311,351,,
93,6/19/2021 15:00,,,,,0.0488,
94,6/19/2021 18:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210619_180000.jpg,303,343,0.0488,
95,6/19/2021 21:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210619_210000.jpg,292,390,,
96,6/20/2021 0:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210620_000000.jpg,295,390,,
97,6/20/2021 3:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210620_030000.jpg,300,385,0.0488,
98,6/20/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210620_060000.jpg,300,340,0.0488,
99,6/20/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210620_090000.jpg,301,341,,
100,6/20/2021 12:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210620_120000.jpg,300,340,,
101,6/20/2021 15:00,,,,,,
102,6/20/2021 18:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210620_180000.jpg,303,390,,
103,6/20/2021 21:00,1,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210620_210000.jpg,357,357,0.0457,
104,6/21/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210621_000000.jpg,325,365,,
105,6/21/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210621_030000.jpg,307,347,0.0457,
106,6/21/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210621_060000.jpg,307,347,0.0457,
107,6/21/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210621_090000.jpg,300,340,,
108,6/21/2021 12:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210621_120000.jpg,307,347,,
109,6/21/2021 15:00,,,,,0.0488,
110,6/21/2021 18:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210621_180000.jpg,292,390,0.0457,
111,6/21/2021 21:00,1,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210621_210000.jpg,356,356,,
112,6/22/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210622_000000.jpg,326,366,,
113,6/22/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210622_030000.jpg,325,365,,
114,6/22/2021 6:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210622_060000.jpg,289,390,0.0427,
115,6/22/2021 9:00,1,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210622_090000.jpg,349,349,0.0427,
116,6/22/2021 12:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210622_120000.jpg,290,390,,
117,6/22/2021 15:00,,,,,0.0396,
118,6/22/2021 18:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210622_180000.jpg,249,390,0.0396,
119,6/22/2021 21:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210622_210000.jpg,293,395,,
120,6/23/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210623_000000.jpg,329,369,,
121,6/23/2021 3:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210623_030000.jpg,293,395,,
122,6/23/2021 6:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210623_060000.jpg,293,395,,
123,6/23/2021 9:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210623_090000.jpg,236,390,,
124,6/23/2021 12:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210623_120000.jpg,293,390,,
125,6/23/2021 15:00,,,,,0.0366,
126,6/23/2021 18:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210623_180000.jpg,82,390,0.0366,
127,6/23/2021 21:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210623_210000.jpg,694,390,,
128,6/24/2021 0:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_000000.jpg,253,390,,
129,6/24/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_030000.jpg,320,360,,
130,6/24/2021 6:00,0,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210624_060000.jpg,284,355,0.0366,
